Q99KG5	Q71H61	46.505	372	175	6	20	390	4	352	9.80e-81	266
Q99KG5	Q86SU0	33.693	371	183	9	16	380	7	320	7.11e-23	102
Q99KG5	Q86XK7	24.571	175	91	5	21	191	5	142	6.51e-05	45.4
Q99KG5	Q99795	36.207	58	31	2	134	186	82	138	0.001	41.2
Q99KG5	Q58EX2	40.000	40	23	1	186	224	1908	1947	0.12	35.4
Q99KG5	Q58EX2	28.125	128	72	5	67	194	487	594	1.4	32.0
Q99KG5	Q02297	23.585	106	73	3	95	199	41	139	0.20	34.3
Q99KG5	Q9HCD5	44.737	76	33	5	457	529	39	108	0.54	33.1
Q99KG5	P19320	42.857	42	21	1	144	185	270	308	0.63	32.7
Q99KG5	Q96RY7	28.767	73	45	2	309	374	197	269	1.3	32.0
Q99KG5	Q8WTZ4	24.779	113	71	4	301	399	55	167	2.3	30.4
Q99KG5	Q5VYJ5	29.412	68	40	3	289	356	97	156	2.5	30.8
Q99KG5	Q9HBW1	31.579	57	36	1	129	185	388	441	3.3	30.4
Q99KG5	Q9HCJ2	29.070	86	55	3	106	190	368	448	3.5	30.4
Q99KG5	Q92608	27.778	72	46	2	350	419	1617	1684	4.1	30.4
Q99KG5	Q7Z406	39.583	48	28	1	497	544	1596	1642	4.8	30.0
Q99KG5	P11532	23.077	117	84	2	475	590	3456	3567	4.9	30.0
Q99KG5	Q9NZN5	26.957	115	71	5	45	151	390	499	5.5	30.0
Q99KG5	Q9Y2E4	27.200	125	67	5	103	205	1336	1458	5.7	29.6
Q99KG5	Q05C16	30.435	46	29	1	275	317	189	234	6.5	29.6
Q99KG5	P98160	43.902	41	20	1	147	187	3347	3384	6.7	29.6
Q99KG5	Q9C093	21.893	169	112	5	259	419	976	1132	7.1	29.6
Q99KG5	Q9NT99	32.787	61	36	2	125	185	398	453	7.1	29.3
Q99KG5	Q96RA2	31.081	74	38	2	175	236	4	76	7.7	28.9
Q99KG5	Q9BYP7	30.986	71	40	2	505	566	6	76	8.0	29.3
Q99KG5	Q8NFZ8	26.829	82	48	3	150	229	276	347	9.1	28.9
Q99KG5	Q5SQ64	28.846	52	37	0	141	192	82	133	9.6	28.5
P54103	Q99543	94.203	621	36	0	1	621	1	621	0.0	1129
P54103	Q5F1R6	28.269	283	152	11	89	332	4	274	2.08e-14	75.9
P54103	Q96KC8	55.172	58	26	0	553	610	496	553	3.17e-13	72.4
P54103	Q96KC8	38.000	50	30	1	554	603	330	378	0.043	36.6
P54103	Q96KC8	24.138	174	95	5	415	570	305	459	0.42	33.5
P54103	Q96KC8	26.829	82	48	3	88	169	65	134	2.4	30.8
P54103	Q8WW22	37.838	74	35	2	85	158	3	65	3.23e-06	49.7
P54103	P31689	39.189	74	34	2	85	158	3	65	7.16e-06	48.5
P54103	Q9UBS3	25.000	188	95	7	89	274	27	170	8.79e-06	47.0
P54103	Q9NVH1	31.765	85	51	3	75	158	1	79	1.24e-05	48.1
P54103	P59910	38.356	73	36	3	86	158	2	65	1.42e-05	47.0
P54103	P25685	39.726	73	35	3	86	158	2	65	2.96e-05	46.2
P54103	O75953	39.726	73	35	3	86	158	2	65	8.46e-05	45.1
P54103	Q99615	32.099	81	52	1	79	159	372	449	1.07e-04	45.1
P54103	Q4G0P3	26.316	152	108	4	284	434	2274	2422	2.12e-04	44.3
P54103	Q4G0P3	20.930	129	97	1	225	353	2258	2381	0.019	38.1
P54103	Q4G0P3	29.592	98	52	2	273	354	2272	2368	0.28	34.3
P54103	Q4G0P3	24.260	169	107	7	219	375	2262	2421	1.8	31.6
P54103	Q9UDY4	37.333	75	34	3	86	158	2	65	2.12e-04	43.5
P54103	Q8TBM8	36.486	74	38	2	85	158	105	169	3.63e-04	43.1
P54103	Q9NXW2	34.722	72	38	2	87	158	109	171	3.67e-04	42.7
P54103	Q8IXB1	39.726	73	36	3	86	158	33	97	3.70e-04	43.5
P54103	Q9Y2G8	40.476	84	38	4	75	158	19	90	6.16e-04	42.7
P54103	Q9H819	33.784	74	40	2	85	158	79	143	7.93e-04	42.0
P54103	Q96LL9	36.232	69	36	2	90	158	51	111	0.002	40.0
P54103	Q96EY1	35.616	73	39	3	87	159	92	156	0.002	40.8
P54103	O60884	34.783	69	34	2	90	158	10	67	0.002	40.4
P54103	Q8IYH5	41.791	67	30	3	548	605	643	709	0.002	40.8
P54103	Q8NHS0	35.211	71	39	2	88	158	3	66	0.005	38.9
P54103	O75190	38.028	71	37	2	88	158	3	66	0.015	37.7
P54103	Q9H3Z4	34.783	69	37	2	90	158	17	77	0.015	37.0
P54103	Q9UF47	34.722	72	33	3	90	158	21	81	0.018	36.6
P54103	Q6P0N0	29.213	89	61	2	511	598	837	924	0.026	37.4
P54103	Q9NVM6	29.114	79	48	2	82	160	5	75	0.027	37.0
P54103	Q6NSI8	43.182	44	20	3	559	599	17	58	0.050	36.6
P54103	Q8WXX5	26.180	233	122	11	84	310	11	199	0.071	35.4
P54103	Q8WWF6	36.620	71	38	2	88	158	3	66	0.072	34.3
P54103	Q9UBS4	31.081	74	43	2	86	159	23	88	0.074	35.4
P54103	Q7Z6W7	38.028	71	37	3	88	158	3	66	0.10	35.0
P54103	O75116	31.447	159	80	7	286	442	459	590	0.13	35.0
P54103	Q9UGP8	33.333	69	34	2	82	150	98	154	0.18	34.7
P54103	P10243	36.364	44	25	1	553	596	89	129	0.47	33.1
P54103	P10242	36.364	44	25	1	553	596	94	134	0.53	33.1
P54103	P10242	40.476	42	21	1	547	588	140	177	1.7	31.6
P54103	P10242	31.746	63	30	3	549	605	38	93	4.6	30.0
P54103	Q99459	34.375	64	32	3	547	610	56	109	0.99	32.3
P54103	Q9H1X3	25.610	82	49	3	86	160	47	123	1.5	31.6
P54103	O14976	22.642	106	67	4	36	132	1187	1286	2.2	31.2
P54103	Q8N960	30.597	134	68	5	308	441	856	964	2.3	31.2
P54103	Q15149	28.824	170	95	5	279	442	1486	1635	2.3	31.2
P54103	Q9UKA1	35.714	84	42	3	294	365	93	176	2.8	30.8
P54103	Q5SXM2	41.860	43	22	1	554	596	404	443	2.9	30.8
P54103	Q9C0B2	27.451	153	80	7	231	368	265	401	3.0	30.8
P54103	O75061	22.642	106	67	4	36	132	789	888	3.0	30.8
P54103	Q5VVJ2	38.095	42	22	1	547	588	114	151	3.9	30.4
P54103	Q92759	25.641	78	54	1	449	522	124	201	4.6	30.0
P54103	P25686	31.461	89	51	3	89	174	4	85	5.1	29.6
P54103	A6QL63	31.169	77	42	3	547	621	92	159	8.0	29.3
Q8CJ12	Q8IZP9	80.686	1020	183	6	1	1009	1	1017	0.0	1602
Q8CJ12	Q86SQ4	51.976	506	228	8	416	911	654	1154	2.32e-167	523
Q8CJ12	Q8IZF6	49.320	515	240	9	392	900	2516	3015	6.07e-157	514
Q8CJ12	Q86Y34	35.566	433	246	12	449	867	104	517	8.42e-70	242
Q8CJ12	Q9Y653	30.942	446	285	10	446	879	232	666	4.10e-60	218
Q8CJ12	Q8IZF4	34.656	378	234	8	506	875	135	507	1.87e-57	207
Q8CJ12	O95490	32.021	381	222	13	525	891	751	1108	9.22e-48	186
Q8CJ12	Q9BY15	32.161	398	232	12	498	886	245	613	3.94e-46	176
Q8CJ12	Q9HAR2	30.524	439	270	13	463	890	710	1124	5.00e-46	180
Q8CJ12	Q9UHX3	29.443	557	341	22	351	885	266	792	1.40e-44	173
Q8CJ12	O94910	29.973	377	236	11	521	888	761	1118	1.03e-41	166
Q8CJ12	Q9NYQ6	30.702	342	206	11	562	897	2411	2727	5.41e-39	158
Q8CJ12	Q6QNK2	29.014	355	220	9	544	884	483	819	9.02e-39	155
Q8CJ12	Q96K78	25.102	490	306	14	432	871	242	720	1.68e-36	148
Q8CJ12	P48960	25.779	578	350	18	351	887	263	802	2.24e-36	148
Q8CJ12	Q8IZF2	28.675	415	249	15	479	872	879	1267	1.34e-35	146
Q8CJ12	Q9HCU4	26.641	518	296	21	421	890	2145	2626	2.71e-35	146
Q8CJ12	Q86SQ3	30.986	355	201	14	543	879	115	443	1.32e-34	138
Q8CJ12	Q9HBW9	31.944	360	212	12	544	892	353	690	4.17e-34	140
Q8CJ12	Q14246	26.150	413	275	11	496	901	484	873	2.77e-32	135
Q8CJ12	O60242	25.778	450	270	14	475	883	733	1159	4.44e-29	125
Q8CJ12	Q9NYQ7	27.019	322	215	7	562	882	2480	2782	1.44e-28	124
Q8CJ12	Q8IZF5	25.588	340	231	9	557	887	710	1036	3.42e-27	119
Q8CJ12	O60241	27.166	427	237	15	527	906	836	1235	1.29e-26	117
Q8CJ12	Q7Z7M1	23.939	330	205	9	574	884	612	914	4.75e-24	108
Q8CJ12	O14514	27.660	376	219	13	527	879	847	1192	1.01e-22	105
Q8CJ12	Q8IZF3	24.131	489	305	22	447	908	240	689	1.06e-22	103
Q8CJ12	Q8IWK6	22.440	664	388	24	371	935	471	1106	9.42e-21	98.6
Q8CJ12	Q8WXG9	25.275	364	233	14	522	871	5814	6152	1.47e-17	88.6
Q8CJ12	Q5T601	27.434	339	201	16	562	880	534	847	5.45e-17	85.9
Q8CJ12	Q96PE1	22.014	427	240	14	527	883	678	1081	6.55e-17	85.9
Q8CJ12	Q8IZF7	24.274	379	241	16	502	863	340	689	2.27e-16	83.6
Q8CJ12	Q86SQ6	24.609	256	125	10	685	888	82	321	1.41e-11	68.2
Q8CJ12	P41586	24.912	285	164	14	626	885	159	418	3.29e-11	66.6
Q8CJ12	P32241	25.899	278	169	10	626	885	148	406	1.43e-10	64.3
Q8CJ12	Q03431	21.596	213	138	5	686	885	281	477	1.64e-10	64.7
Q8CJ12	P34998	25.581	215	128	9	684	885	215	410	1.88e-10	63.9
Q8CJ12	P47872	23.973	292	179	13	615	885	137	406	8.55e-10	62.0
Q8CJ12	Q13324	24.286	280	174	12	623	885	119	377	2.21e-09	60.5
Q8CJ12	P30988	21.136	317	196	12	619	905	165	457	2.80e-07	53.9
Q8CJ12	P43220	23.596	356	211	19	611	932	135	463	3.62e-07	53.5
Q8CJ12	P49190	23.333	330	200	14	687	999	238	531	3.72e-06	50.4
Q8CJ12	P41587	22.705	207	134	8	686	883	202	391	8.87e-06	48.9
Q8CJ12	Q16602	22.615	283	185	11	618	885	139	402	5.78e-05	46.6
Q8CJ12	P48546	25.172	290	161	16	671	927	200	466	0.002	42.0
Q8CJ12	Q9NPG1	23.611	216	125	9	620	808	199	401	0.004	40.8
Q8CJ12	O95838	22.749	211	138	8	686	886	260	455	0.015	38.9
Q8CJ12	P47871	22.330	206	131	9	686	881	224	410	0.054	37.0
Q8CJ12	Q7Z442	29.412	85	44	3	519	602	1250	1319	0.10	36.6
Q8CJ12	Q13467	25.333	225	135	9	630	834	245	456	0.17	35.4
Q8CJ12	P22105	26.389	144	71	5	312	420	1341	1484	0.24	35.4
Q8CJ12	Q8NET8	20.787	178	121	6	663	827	530	700	0.42	34.3
Q8CJ12	O14686	32.456	114	59	8	270	377	973	1074	0.42	34.3
Q8CJ12	O14686	29.762	84	54	4	293	371	2900	2983	1.4	32.7
Q8CJ12	Q02643	19.928	276	183	11	623	881	132	386	0.86	33.1
Q8CJ12	Q14839	30.851	94	50	4	280	368	1542	1625	0.89	33.5
Q8CJ12	Q96JG9	20.455	264	192	6	218	479	2165	2412	1.2	33.1
Q8CJ12	Q9UKN7	28.571	119	52	6	238	354	2476	2563	1.3	32.7
Q8CJ12	Q8NFT8	34.615	52	28	3	778	827	639	686	1.3	32.7
Q8CJ12	P98172	34.921	63	35	4	766	828	230	286	1.3	32.3
Q8CJ12	Q6ZV77	33.000	100	56	5	241	330	10	108	1.4	31.6
Q8CJ12	Q8N5M1	37.037	54	28	2	219	266	145	198	1.5	32.0
Q8CJ12	O00144	23.077	221	128	9	628	824	242	444	1.7	32.3
Q8CJ12	Q8IUE1	25.000	84	61	1	290	371	133	216	1.8	31.6
Q8CJ12	B4DS77	26.582	79	43	3	581	650	108	180	1.8	32.0
Q8CJ12	Q8TDQ1	30.667	75	39	2	294	355	216	290	2.6	31.2
Q8CJ12	O95196	42.857	42	22	1	272	313	132	171	3.9	31.2
Q8CJ12	Q7Z443	34.884	43	23	2	561	602	634	672	4.4	31.2
Q8CJ12	Q9Y342	24.074	54	41	0	695	748	60	113	6.9	29.3
Q8CJ12	Q5UAW9	22.667	75	50	2	700	773	93	160	7.4	30.0
Q8CJ12	Q9Y4G2	27.358	106	47	4	283	375	323	411	8.1	30.0
Q8CJ12	O75956	33.333	30	20	0	328	357	6	35	9.4	28.5
Q01815	Q13936	91.408	2223	105	6	1	2139	1	2221	0.0	4163
Q01815	Q01668	66.971	2192	595	33	27	2139	20	2161	0.0	2634
Q01815	Q13698	69.103	1683	459	19	77	1743	4	1641	0.0	2311
Q01815	Q13698	29.012	162	101	5	1943	2092	1682	1841	4.94e-05	48.5
Q01815	O60840	67.899	1704	430	20	16	1672	5	1638	0.0	2217
Q01815	O60840	31.022	274	130	9	1856	2120	1754	1977	1.99e-19	95.9
Q01815	Q00975	47.380	897	408	14	796	1668	1051	1907	0.0	776
Q01815	Q00975	49.233	717	315	12	89	792	63	743	0.0	624
Q01815	Q00975	30.793	328	177	9	64	375	1084	1377	9.63e-34	143
Q01815	Q00975	27.636	275	164	6	1215	1485	478	721	1.41e-28	126
Q01815	Q00975	29.091	330	206	10	879	1196	74	387	2.05e-28	125
Q01815	Q00975	21.547	724	430	22	526	1193	97	738	1.02e-27	123
Q01815	Q00975	25.279	269	191	5	497	756	1444	1711	7.41e-23	107
Q01815	Q00975	28.175	252	138	7	514	726	1140	1387	3.34e-16	85.5
Q01815	Q00975	22.327	318	176	8	107	408	1449	1711	1.57e-14	79.7
Q01815	Q00975	21.927	301	155	7	1221	1479	97	359	4.42e-13	75.1
Q01815	O00555	48.597	784	363	7	873	1639	1216	1976	0.0	747
Q01815	O00555	51.719	669	295	9	102	763	76	723	0.0	645
Q01815	O00555	22.411	705	424	20	510	1166	84	713	2.17e-32	138
Q01815	O00555	30.935	278	165	8	100	375	1219	1471	6.30e-29	127
Q01815	O00555	28.829	333	204	10	879	1196	77	391	3.39e-28	124
Q01815	O00555	26.531	294	174	6	1195	1485	471	725	9.51e-25	113
Q01815	O00555	26.241	282	179	8	493	756	1543	1813	3.64e-18	92.0
Q01815	O00555	26.800	250	145	7	514	726	1233	1481	1.33e-15	83.6
Q01815	O00555	22.981	322	177	9	107	408	1543	1813	3.80e-14	78.6
Q01815	O00555	23.179	302	151	9	1221	1479	100	363	1.82e-13	76.3
Q01815	Q15878	48.096	788	378	8	878	1652	1131	1900	0.0	728
Q01815	Q15878	46.684	754	367	14	60	803	25	753	0.0	609
Q01815	Q15878	25.284	704	373	19	879	1485	68	715	1.89e-48	191
Q01815	Q15878	32.258	279	157	9	97	369	1126	1378	3.72e-28	124
Q01815	Q15878	20.772	751	447	20	510	1199	75	738	1.19e-25	116
Q01815	Q15878	26.510	298	195	7	482	756	1430	1726	4.42e-23	108
Q01815	Q15878	24.834	302	153	8	126	408	1480	1726	3.11e-17	89.0
Q01815	Q15878	26.596	188	102	3	565	716	1195	1382	1.27e-10	67.0
Q01815	Q01118	25.609	1601	908	57	103	1550	96	1566	5.58e-108	382
Q01815	Q01118	23.684	646	354	17	877	1426	95	697	1.02e-35	149
Q01815	Q01118	22.775	382	226	14	74	439	1206	1534	3.36e-06	52.4
Q01815	Q15858	32.332	699	425	20	890	1570	1182	1850	6.90e-94	339
Q01815	Q15858	24.613	711	405	20	113	788	1181	1795	7.38e-43	172
Q01815	Q15858	29.577	355	200	9	103	435	105	431	1.08e-38	159
Q01815	Q15858	31.907	257	152	7	492	741	716	956	5.95e-26	117
Q01815	Q15858	31.696	224	120	5	1212	1426	737	936	7.70e-25	113
Q01815	Q15858	25.948	343	197	10	879	1186	105	425	6.03e-21	100
Q01815	Q15858	24.540	326	204	9	509	795	1179	1501	7.25e-21	100
Q01815	Q15858	25.852	352	215	11	79	426	1475	1784	4.23e-16	85.1
Q01815	Q15858	28.495	186	107	7	115	298	734	895	3.32e-11	68.9
Q01815	Q15858	27.568	185	118	5	888	1072	732	900	3.96e-11	68.6
Q01815	Q15858	26.357	129	71	2	1258	1382	159	267	1.57e-07	56.6
Q01815	Q15858	22.222	198	134	6	514	707	116	297	4.17e-05	48.9
Q01815	Q15858	25.000	88	57	3	687	774	342	420	0.023	39.7
Q01815	Q15858	24.444	90	44	3	1391	1475	331	401	9.8	31.2
Q01815	Q9NY46	31.207	721	434	21	890	1582	1196	1882	3.24e-92	334
Q01815	Q9NY46	28.533	375	198	9	103	435	107	453	2.06e-38	158
Q01815	Q9NY46	32.424	330	176	11	113	428	1195	1491	7.46e-37	153
Q01815	Q9NY46	33.645	214	125	4	534	741	770	972	1.15e-24	113
Q01815	Q9NY46	31.674	221	118	5	1215	1426	756	952	1.31e-23	109
Q01815	Q9NY46	25.387	323	202	8	509	795	1193	1512	5.06e-23	107
Q01815	Q9NY46	23.434	431	253	12	822	1195	43	453	6.53e-20	97.4
Q01815	Q9NY46	25.260	289	190	7	521	788	1523	1806	2.53e-16	85.9
Q01815	Q9NY46	24.789	355	215	12	79	426	1486	1795	2.26e-14	79.3
Q01815	Q9NY46	29.412	187	104	8	115	298	750	911	2.52e-11	69.3
Q01815	Q9NY46	29.814	161	105	4	896	1056	756	908	3.68e-11	68.6
Q01815	Q9NY46	27.132	129	70	2	1258	1382	161	269	4.64e-08	58.5
Q01815	Q9NY46	25.564	133	85	3	547	675	149	271	1.22e-04	47.4
Q01815	Q9NY46	26.136	88	56	3	687	774	364	442	0.021	39.7
Q01815	Q99250	28.523	894	549	27	795	1649	1108	1950	1.84e-91	332
Q01815	Q99250	28.267	375	199	9	103	435	108	454	1.37e-37	155
Q01815	Q99250	32.326	331	178	9	113	428	1197	1496	2.50e-37	154
Q01815	Q99250	33.488	215	124	5	534	741	769	971	7.53e-25	114
Q01815	Q99250	24.694	409	244	12	445	795	1115	1517	3.06e-23	108
Q01815	Q99250	30.734	218	124	4	1215	1426	755	951	1.54e-22	106
Q01815	Q99250	30.688	189	120	3	868	1055	96	274	2.38e-17	89.0
Q01815	Q99250	25.517	290	188	9	521	788	1528	1811	1.56e-15	83.2
Q01815	Q99250	24.000	375	193	14	79	426	1491	1800	9.30e-14	77.4
Q01815	Q99250	30.108	186	104	7	115	298	749	910	4.42e-12	71.6
Q01815	Q99250	31.098	164	99	5	896	1056	755	907	1.67e-10	66.6
Q01815	Q99250	26.357	129	71	2	1258	1382	162	270	2.07e-07	56.2
Q01815	Q99250	25.564	133	85	3	547	675	150	272	1.31e-04	47.0
Q01815	Q99250	26.136	88	56	3	687	774	365	443	0.020	40.0
Q01815	Q14524	31.674	723	434	21	888	1582	1193	1883	1.76e-90	328
Q01815	Q14524	27.809	356	204	7	103	431	110	439	8.95e-38	156
Q01815	Q14524	32.424	330	179	12	113	428	1194	1493	1.18e-36	152
Q01815	Q14524	26.714	423	264	12	454	859	651	1044	1.37e-24	112
Q01815	Q14524	31.944	216	122	4	1215	1426	713	907	4.81e-24	111
Q01815	Q14524	25.648	347	199	11	878	1187	109	433	6.01e-23	107
Q01815	Q14524	24.316	329	204	7	505	794	1191	1513	4.31e-22	104
Q01815	Q14524	25.000	288	191	6	521	788	1525	1807	6.18e-17	87.8
Q01815	Q14524	25.256	293	154	10	79	369	1488	1717	2.51e-14	79.3
Q01815	Q14524	29.936	157	101	5	902	1057	718	866	2.15e-10	66.2
Q01815	Q14524	25.926	189	110	6	106	290	699	861	5.86e-10	64.7
Q01815	Q14524	27.381	168	101	6	518	677	122	276	4.45e-07	55.5
Q01815	Q14524	26.357	129	71	2	1258	1382	164	272	5.93e-07	54.7
Q01815	Q14524	19.512	123	90	2	687	809	353	466	0.003	42.7
Q01815	Q9UQD0	31.049	715	449	19	890	1588	1188	1874	6.05e-90	327
Q01815	Q9UQD0	24.788	706	410	21	113	788	1187	1801	1.77e-44	178
Q01815	Q9UQD0	28.729	362	198	8	103	439	111	437	1.92e-37	155
Q01815	Q9UQD0	33.178	214	126	4	534	741	763	965	3.74e-24	111
Q01815	Q9UQD0	29.020	255	152	4	1181	1426	711	945	3.86e-23	108
Q01815	Q9UQD0	24.611	321	201	7	514	794	1188	1507	1.09e-20	100
Q01815	Q9UQD0	24.146	439	256	14	793	1181	15	426	4.03e-20	98.2
Q01815	Q9UQD0	22.388	402	210	14	79	448	1482	1813	8.78e-16	84.0
Q01815	Q9UQD0	29.193	161	106	4	896	1056	749	901	6.03e-11	68.2
Q01815	Q9UQD0	24.348	230	118	8	165	393	791	965	1.91e-10	66.2
Q01815	Q9UQD0	29.457	129	67	3	1258	1382	165	273	6.54e-08	58.2
Q01815	Q9UQD0	19.512	328	172	10	518	774	123	429	2.83e-05	49.3
Q01815	P35498	30.791	721	440	20	890	1582	1208	1897	9.37e-90	326
Q01815	P35498	32.326	331	178	9	113	428	1207	1506	4.07e-37	154
Q01815	P35498	28.877	374	197	9	103	435	107	452	8.06e-37	153
Q01815	P35498	33.953	215	123	5	534	741	778	980	8.92e-25	113
Q01815	P35498	28.627	255	153	4	1181	1426	726	960	9.37e-23	107
Q01815	P35498	25.460	326	201	8	509	795	1205	1527	2.39e-22	105
Q01815	P35498	22.049	449	272	11	804	1195	25	452	1.02e-18	93.6
Q01815	P35498	24.832	298	180	7	521	788	1538	1821	4.57e-16	84.7
Q01815	P35498	23.733	375	194	12	79	426	1501	1810	8.12e-15	80.9
Q01815	P35498	24.382	283	150	12	115	393	758	980	1.81e-12	73.2
Q01815	P35498	29.000	200	122	8	878	1070	742	928	2.48e-11	69.3
Q01815	P35498	27.132	129	70	2	1258	1382	161	269	1.17e-07	57.4
Q01815	P35498	23.762	202	122	6	547	730	149	336	3.96e-06	52.0
Q01815	P35498	26.136	88	56	3	687	774	363	441	0.017	40.0
Q01815	Q9Y5Y9	30.651	783	467	19	890	1643	1142	1877	9.81e-87	316
Q01815	Q9Y5Y9	28.804	368	208	9	78	428	87	417	2.89e-38	157
Q01815	Q9Y5Y9	29.003	331	190	8	113	428	1141	1441	1.87e-32	138
Q01815	Q9Y5Y9	26.875	320	163	8	1215	1525	661	918	5.80e-25	114
Q01815	Q9Y5Y9	29.457	258	163	6	530	780	671	916	6.05e-25	114
Q01815	Q9Y5Y9	22.323	439	278	10	780	1188	14	419	1.09e-21	103
Q01815	Q9Y5Y9	23.964	338	209	8	498	794	1131	1461	7.53e-21	100
Q01815	Q9Y5Y9	24.658	292	159	7	79	369	1436	1667	2.56e-16	85.9
Q01815	Q9Y5Y9	29.048	210	135	5	521	722	1473	1676	8.63e-15	80.9
Q01815	Q9Y5Y9	23.692	325	182	11	101	415	632	900	4.22e-12	72.0
Q01815	Q9Y5Y9	20.942	382	222	9	518	840	121	481	7.62e-11	67.8
Q01815	Q9Y5Y9	25.641	156	109	3	896	1051	661	809	3.01e-09	62.4
Q01815	Q9Y5Y9	22.174	230	132	6	1185	1401	96	291	1.21e-08	60.5
Q01815	P35499	30.471	722	438	21	889	1584	1020	1703	6.85e-85	310
Q01815	P35499	28.285	449	273	14	319	741	365	790	7.99e-37	153
Q01815	P35499	31.405	363	199	13	113	459	1020	1348	3.01e-35	147
Q01815	P35499	25.201	373	243	10	687	1056	387	726	3.60e-23	108
Q01815	P35499	30.876	217	125	3	1215	1426	574	770	4.76e-23	107
Q01815	P35499	24.928	349	215	10	487	794	996	1338	2.36e-22	105
Q01815	P35499	29.082	196	114	3	103	298	110	280	8.48e-22	103
Q01815	P35499	27.684	177	118	2	879	1055	110	276	1.75e-15	82.8
Q01815	P35499	25.134	374	230	11	521	857	1350	1710	1.36e-14	80.1
Q01815	P35499	30.481	187	102	8	115	298	568	729	1.80e-11	69.7
Q01815	P35499	24.088	274	162	9	79	345	1313	1547	2.22e-09	62.8
Q01815	P35499	25.309	162	93	4	1225	1382	135	272	6.53e-07	54.7
Q01815	P35499	25.185	135	87	3	547	677	152	276	0.001	44.3
Q01815	P35499	25.974	77	47	2	1098	1174	389	455	2.3	33.1
Q01815	Q9P0X4	31.611	658	387	15	846	1480	1117	1734	2.98e-81	298
Q01815	Q9P0X4	29.777	403	202	10	101	449	56	431	3.39e-35	147
Q01815	Q9P0X4	33.449	287	168	5	511	785	627	902	1.08e-34	146
Q01815	Q9P0X4	30.818	318	172	7	110	413	1156	1439	1.06e-28	126
Q01815	Q9P0X4	28.077	260	171	4	529	774	1492	1749	3.62e-25	114
Q01815	Q9P0X4	25.472	318	196	9	890	1198	1477	1762	1.38e-21	103
Q01815	Q9P0X4	27.485	342	179	10	105	439	621	900	6.38e-20	97.8
